symbol,date,open,high,low,close,volume,adjclose
sz000034,2025-06-12,37.15999984741211,37.59000015258789,37.0099983215332,37.16999816894531,11217955,37.16999816894531
sz000034,2025-06-13,37.0,37.0,36.040000915527344,36.130001068115234,17600081,36.130001068115234
