symbol,date,open,high,low,close,volume,adjclose,dividends
sz000061,2025-06-12,6.659999847412109,6.769999980926514,6.630000114440918,6.710000038146973,8658119,6.710000038146973,0.07
sz000061,2025-06-13,6.710000038146973,6.710000038146973,6.559999942779541,6.579999923706055,10209629,6.579999923706055,0.0
