date,open,close,high,low,volume,money,change,adjclose,symbol
2025-06-12,3699.87,3703.24,3712.64,3683.63,54398443.0,126002318269.9,0.78,3703.24,sh000903
2025-06-13,3691.57,3681.38,3701.04,3669.34,66144585.0,150645249248.0,0.86,3681.38,sh000903
2025-06-16,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2025-06-16 00:00:00,3670.39,3683.73,3686.87,3669.89,54027583.0,116896717050.5,0.46,3683.73,sh000903
2020-11-09 00:00:00,5028.59,5082.61,5093.19,5028.59,94580874.0,182052118528.0,1.29,5082.61,sh000903
