symbol,date,open,high,low,close,volume,adjclose
sz000049,2025-06-12,21.43000030517578,21.6200008392334,21.31999969482422,21.469999313354492,2524193,21.469999313354492
sz000049,2025-06-13,21.469999313354492,21.510000228881836,21.049999237060547,21.079999923706055,3222020,21.079999923706055
