symbol,date,open,high,low,close,volume,adjclose
sz000088,2025-06-12,4.630000114440918,4.639999866485596,4.579999923706055,4.590000152587891,32614574,4.590000152587891
sz000088,2025-06-13,4.579999923706055,4.630000114440918,4.570000171661377,4.590000152587891,21818625,4.590000152587891
