symbol,date,open,high,low,close,volume,adjclose
sz000025,2025-06-12,17.950000762939453,18.110000610351562,17.850000381469727,17.93000030517578,7831962,17.93000030517578
sz000025,2025-06-13,18.09000015258789,18.530000686645508,17.899999618530273,18.18000030517578,20265109,18.18000030517578
