symbol,date,open,high,low,close,volume,adjclose,dividends
sz000027,2025-06-12,6.539999961853027,6.570000171661377,6.5,6.539999961853027,14366067,6.389999866485596,0.0
sz000027,2025-06-13,6.409999847412109,6.429999828338623,6.369999885559082,6.389999866485596,22250082,6.389999866485596,0.15
