symbol,date,open,high,low,close,volume,adjclose
sz000020,2025-06-12,12.649999618530272,12.949999809265137,12.520000457763672,12.619999885559082,5451268,12.619999885559082
sz000020,2025-06-13,12.5600004196167,12.640000343322754,12.350000381469728,12.380000114440918,3921153,12.380000114440918
sz000020,2025-06-12,12.649999618530273,12.949999809265137,12.520000457763672,12.619999885559082,5451268,12.619999885559082
sz000020,2025-06-13,12.5600004196167,12.640000343322754,12.350000381469727,12.380000114440918,3921153,12.380000114440918
