symbol,date,open,high,low,close,volume,adjclose
sz000035,2025-06-12,4.409999847412109,4.409999847412109,4.360000133514404,4.369999885559082,9351400,4.369999885559082
sz000035,2025-06-13,4.360000133514404,4.380000114440918,4.309999942779541,4.320000171661377,15607869,4.320000171661377
