date,symbol,open,high,low,close,volume,adjclose,change,factor
2025-06-12,sz000090,1.0028248560935074,1.005649712187015,0.9943502878129848,1.0,53434331.184192665,3.539999961853028,,0.2824858787502771
2025-06-13,sz000090,0.9971751439064924,1.0,0.9830508634389549,0.9858757195324623,72945345.41394235,3.490000009536743,-0.014124280467537664,0.2824858787502771
