date,open,close,high,low,volume,money,change,adjclose,symbol,factor
2020-11-09,0.9893716023853887,1.0,1.002081607677945,0.9893716023853887,480717696001.13995,35818628.32835886,,5082.61,sh000903,0.00019674930793430934
2020-11-10,1.00242591896683,0.9956046204607477,1.0024928137315277,0.9908432872087373,436912815107.33997,32222620.437924612,-0.0043953795392522865,5060.27,sh000903,0.00019674930793430934
2020-11-11,0.9936174524506111,0.9898162558213203,0.998239093693988,0.9891414056951056,411602072964.02997,29167422.74067851,-0.005813919020131397,5030.85,sh000903,0.00019674930793430934
2020-11-12,0.9913390954647318,0.9892909351691357,0.9931688640285209,0.986264930813106,300054132946.23,21777299.433165245,-0.0005307254241331272,5028.18,sh000903,0.00019674930793430934
2020-11-13,0.9841085583981459,0.975455523835195,0.9841085583981459,0.9692539856491056,322003201257.26996,23710127.96653688,-0.013985179528179348,4957.86,sh000903,0.00019674930793430934
2020-11-16,0.9810392691943707,0.9854130063097504,0.9854130063097504,0.9742435480983196,327222248840.11,24554973.650152188,0.01020803330469211,5008.47,sh000903,0.00019674930793430934
2020-11-17,0.9857769925294287,0.9859934167681565,0.9892260078975174,0.9805001760906307,339968829889.51996,25917461.940223627,0.0005890022302219577,5011.42,sh000903,0.00019674930793430934
2020-11-18,0.9851021424032143,0.9879333649443888,0.9929366998451583,0.9836580024829764,424887004064.63995,29225001.62396879,0.0019675062158031054,5021.28,sh000903,0.00019674930793430934
2020-11-19,0.9859717743442838,0.995594782995351,0.9980600518237678,0.9840318261680515,322844393542.70996,23986817.35564995,0.007754994742376509,5060.22,sh000903,0.00019674930793430934
2020-11-20,0.9954452535213208,0.9970605653394615,0.9978337901196433,0.9935210452897233,293064614078.6,21495915.762964305,0.001472268004157895,5067.67,sh000903,0.00019674930793430934
2020-11-23,0.9996360137803216,1.0103922984450904,1.0146243760587572,0.997562276074694,471128091748.86,32860502.722813673,0.013371036393451163,5135.43,sh000903,0.00019674930793430934
2020-11-24,1.0088399464054887,1.0037539767953867,1.009776473111256,1.0007063300154841,341389241493.17,25374263.103405535,-0.006570043793801217,5101.69,sh000903,0.00019674930793430934
2020-11-25,1.0079230946305147,0.9928639026012227,1.010504445550613,0.9928639026012227,397535217893.19,26637068.233840488,-0.010849346001030935,5046.34,sh000903,0.00019674930793430934
2020-11-26,0.9927124056341132,0.9968382386214957,0.997121557624921,0.9868296013268774,325263670159.22,23564855.077214267,0.004002901112489354,5066.54,sh000903,0.00019674930793430934
2020-11-27,0.9996320787941628,1.0105556003706757,1.0105556003706757,0.9975957234570428,438106903170.3,25774480.988311127,0.013760870337548026,5136.26,sh000903,0.00019674930793430934
2020-11-30,1.013436010238834,1.0028981173058724,1.0278774094412124,1.0028981173058724,756416353188.34,43565819.205486946,-0.00757749802385399,5097.34,sh000903,0.00019674930793430934
2020-12-01,1.0044740792624263,1.0246566232703278,1.0256836546577448,1.0035218126120242,520892963111.3,32873833.67521805,0.021695629485182444,5207.93,sh000903,0.00019674930793430934
2020-12-02,1.025959103688853,1.0244303615662032,1.0303780931450575,1.020145161639394,471130694045.18,29504119.14508491,-0.0002208171000763759,5206.78,sh000903,0.00019674930793430934
2020-12-03,1.0238656910524317,1.0218234332360736,1.0251445615540047,1.0155943501468734,393323934973.31995,24495280.93007333,-0.0025447589489089317,5193.53,sh000903,0.00019674930793430934
2020-12-04,1.0208573941341161,1.023499737339674,1.0252980260141935,1.0141856251020638,345739538879.14996,25418920.42395541,0.0016405027024009033,5202.05,sh000903,0.00019674930793430934
2020-12-07,1.0241785224520474,1.013367147981057,1.0244441340177588,1.011279637823874,338587600126.36,25063219.635580935,-0.009899943291586943,5150.55,sh000903,0.00019674930793430934
2020-12-08,1.0148526052559612,1.00982369294516,1.0178431947365627,1.0078719398104519,288913326287.17,22584874.53965581,-0.0034967139431711924,5132.54,sh000903,0.00019674930793430934
2020-12-09,1.01275919261954,0.9975012837892343,1.0149745898268805,0.9975012837892343,309100848376.57996,22953932.874645114,-0.012202535196997988,5069.91,sh000903,0.00019674930793430934
2020-12-10,0.9960925587444247,0.9969189058377488,1.0017569713198535,0.9925471362154483,293897531874.95996,20654788.433501687,-0.0005838367939470235,5066.95,sh000903,0.00019674930793430934
2020-12-11,1.0008007696832928,0.9872388398873808,1.0008007696832928,0.9799886278900014,380946229427.26996,25365006.70639691,-0.009709983323300975,5017.75,sh000903,0.00019674930793430934
2020-12-14,0.9904320811551545,0.9968461085938131,0.9975209587200278,0.9876677533786776,292030043730.49,25071808.75967269,0.009731453340640739,5066.58,sh000903,0.00019674930793430934
2020-12-15,0.9960630463482346,0.9969700606578117,0.9991402055243271,0.9884547506104149,289366085185.97,26247213.226275478,0.00012434423220408775,5067.21,sh000903,0.00019674930793430934
