date,symbol,open,high,low,close,volume,adjclose,dividends,change,factor
2025-06-12,sz000027,1.0,1.0045871880708466,0.9938837978461251,1.0,93954077.63197803,6.389999866485596,0.0,,0.1529051996686346
2025-06-13,sz000027,1.0031298875343346,1.0062597750686695,0.9968701124656653,1.0,142178021.00929356,6.389999866485596,0.02347417889423177,-0.02293579453247141,0.15649452596154514
