date,symbol,open,high,low,close,volume,adjclose,change,factor
2025-06-12,sz000025,1.0011154744798247,1.0100390575634188,0.9955382084582028,1.0,140427081.05012512,17.93000030517578,,0.055772447461215825
2025-06-13,sz000025,1.0089235830835943,1.0334634897522297,0.998326788280263,1.013943111865304,363353410.5544205,18.18000030517578,0.013943111865303948,0.055772447461215825
