date,symbol,open,high,low,close,volume,adjclose,change,factor
2025-06-12,sz000063,1.0018785054771182,1.015341257449125,0.9993738116020898,1.0,1462019316.7059155,31.940000534057617,,0.031308703296159944
2025-06-13,sz000063,0.9974953061249716,1.0059486703469218,0.9793362606018634,0.985597965431128,1726273952.9244251,31.479999542236328,-0.014402034568872013,0.031308703296159944
