date,symbol,open,high,low,close,volume,adjclose,dividends,change,factor
2025-06-12,sz000061,0.992548406788285,1.0089418692158623,0.9880775077121836,1.0,58095978.82028103,6.710000038146973,0.010432190700751642,,0.14903129572502344
2025-06-13,sz000061,1.0,1.0,0.9776452914285145,0.9806259145004687,68506610.97946644,6.579999923706055,0.0,-0.019374085499531346,0.14903129572502344
